time,direction,entry,sl,lot,pnl_bruto,costo,pnl_neto,tps_hit,sl_hit,result,capital
2026-04-16 08:30:00+00:00,SHORT,80.82052,80.94505,100.0,25471.47,700.0,24771.47,3,False,WIN,700661.27
2026-04-20 02:15:00+00:00,LONG,79.31768,79.23536,100.0,-8232.1,700.0,-8932.1,0,True,LOSS,691729.17
2026-04-20 10:03:00+00:00,SHORT,79.92929,80.05458,100.0,6519.2,700.0,5819.2,1,True,BREAKEVEN,697548.37
2026-04-20 12:00:00+00:00,SHORT,79.52509,79.62917,100.0,19600.73,700.0,18900.73,3,True,WIN,716449.11
2026-04-21 05:48:00+00:00,LONG,79.13702,79.07303,100.0,4265.67,700.0,3565.67,1,True,BREAKEVEN,720014.77
2026-04-23 01:00:00+00:00,SHORT,77.83517,77.93333,100.0,17899.87,700.0,17199.87,3,True,WIN,737214.64
2026-04-23 03:00:00+00:00,LONG,77.41928,77.38357,100.0,2381.13,700.0,1681.13,1,True,BREAKEVEN,738895.77
2026-04-27 01:00:00+00:00,SHORT,76.13585,76.2747,100.0,29586.47,700.0,28886.47,3,True,WIN,767782.24
2026-04-27 07:48:00+00:00,LONG,76.37,76.336,100.0,-3399.8,700.0,-4099.8,0,True,LOSS,763682.44
2026-04-28 03:27:00+00:00,LONG,75.9175,75.87299,100.0,-4450.3,700.0,-5150.3,0,True,LOSS,758532.14
2026-04-30 10:57:00+00:00,SHORT,73.21803,73.35306,100.0,-13502.9,700.0,-14202.9,0,True,LOSS,744329.24
2026-04-30 12:30:00+00:00,SHORT,73.569,73.69199,100.0,6366.4,700.0,5666.4,1,True,BREAKEVEN,749995.64
